ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,RaceCode,Latitude,Longitude,WorkersNeeded
BR,Brazil,12879,105464,Kuruaya,Kuruaya,100,1,Y,por,Portuguese,4,4,"Ethnic Religions",5,0,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39z,-5.58333299981808,-54.4166669996823,1
BR,Brazil,13303,115275,Lakonde,Lakonde,,2,N,lkd,Lakonde,0,4,"Ethnic Religions",20,1,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39d,-13.14854,-60.34804,
BR,Brazil,19134,115083,Latunde,Latunde,100,2,N,ltn,Latunde,0,4,"Ethnic Religions",20,2,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39d,-13.04203,-60.94982,
BR,Brazil,13192,105976,Macushi,Macushi,29000,5,N,mbc,Macushi,3,4,"Ethnic Religions",40,25,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",3,11,"Central and South America",LAM,"South America",N,MIR39c,4.36027000006044,-60.2195499996328,
BR,Brazil,13191,105975,Makuna,Makuna,200,4,N,myy,Macuna,3,4,"Ethnic Religions",30,10,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39d,-1.49999999870101,-67.5000000007994,
BR,Brazil,12873,105447,Makurap,Makurap,500,4,N,mpu,Makurap,0,1,Christianity,80,10,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-11.8701400002608,-64.3200700001304,
BR,Brazil,19135,115795,Mamainde,Mamainde,100,2,N,wmd,Mamainde,2,4,"Ethnic Religions",20,2,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39d,-13.587007,-60.756422,
BR,Brazil,13478,106211,Manchineri,Manchineri,1000,5,N,mpd,Machinere,3,1,Christianity,79.8000030517578,20,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39a,-10.4501,-69.71247,
BR,Brazil,13527,106298,"Maquiritari, Mayongong","Maquiritari, Mayongong",500,4,N,mch,Maquiritari,3,1,Christianity,80,5,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,2,11,"Central and South America",LAM,"South America",N,MIR39c,3.79384,-64.14131,
BR,Brazil,14894,108915,Marinawa,Marinawa,500,5,N,por,Portuguese,4,1,Christianity,70,20,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39d,-8.115925986994741,-70.5499618418655,
BR,Brazil,13558,106364,Marubo,Marubo,1700,2,N,mzr,Marubo,1,4,"Ethnic Religions",30,0.4,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39d,-6.63227,-72.40626,
BR,Brazil,13586,106404,Matipu,Matipu,100,2,N,por,Portuguese,4,4,"Ethnic Religions",40,2,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39c,-12.0333330004177,-53.4166669998821,
BR,Brazil,18847,114661,Matis,Matis,400,1,Y,mpq,Matis,1,4,"Ethnic Religions",0,0,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39d,-4.35807,-70.21129000000001,1
BR,Brazil,13606,106444,Matses,Matses,900,2,N,mcf,Matses,3,4,"Ethnic Religions",14,2,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,2,11,"Central and South America",LAM,"South America",N,MIR39d,-5.99698,-72.17529999999999,
BR,Brazil,19136,115800,Mawayana,Mawayana,300,2,N,waw,Waiwai,4,4,"Ethnic Religions",20,1,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39c,1.35274236529054,-59.6310986223932,
BR,Brazil,13600,106435,Maxakali,Maxakali,1700,5,N,mbl,Maxakali,3,1,Christianity,70,15,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39z,-16.94973,-40.79508,
BR,Brazil,13660,106521,Mehinaku,Mehinaku,300,2,N,mmh,Mehinaku,1,4,"Ethnic Religions",40,1,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39a,-12.52869,-53.52171,
BR,Brazil,13662,106525,Mekem,Mekem,200,2,N,por,Portuguese,4,4,"Ethnic Religions",20,1,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-12.6874612967247,-48.1970367140906,
BR,Brazil,13677,106548,Mennonites,Mennonites,9300,5,N,pdt,Plautdietsch,4,1,Christianity,89,50,12,A003,"Eurasian Peoples",175,C0079,Germanic,12,11,"Central and South America",LAM,"South America",N,CEW19m,-10.99071,-46.78846,
BR,Brazil,19664,114991,Metyktire,Metyktire,100,1,Y,txu,Kayapo,3,4,"Ethnic Religions",0,0,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39z,-7.77352,-51.67367,1
BR,Brazil,19352,108201,Miqueleno,Miqueleno,200,2,N,pur,Purubora,0,4,"Ethnic Religions",20,2,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39#,-12.18473,-63.15913,
BR,Brazil,13736,106663,Miriti,Miriti,100,2,N,tuo,Tucano,3,4,"Ethnic Religions",20,2,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,0.58895999970423,-69.7431600001339,
BR,Brazil,13811,106795,Morerebi,Morerebi,100,1,Y,xmo,Morerebi,1,4,"Ethnic Religions",0,0,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39#,-8.669639999999999,-61.3893,1
BR,Brazil,13873,106903,Munduruku,Munduruku,12000,5,N,myu,Munduruku,3,1,Christianity,60,16,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39#,-6.98689,-57.87129,
BR,Brazil,20089,115946,Mura,Mura,11000,4,N,myp,Piraha,2,1,Christianity,100,10,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39,-6.740498,-61.861716,
BR,Brazil,13881,106919,Mura-Piraha,Mura-Piraha,400,2,N,myp,Piraha,2,4,"Ethnic Religions",19.7999992370605,1,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39z,-7.03333299961827,-61.9666669998821,
BR,Brazil,18850,114681,"Mynky, Munku","Mynky, Munku",400,5,N,irn,Irantxe,1,4,"Ethnic Religions",20,15,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39a,-12.2499999997002,-58.4999999999001,
BR,Brazil,13913,106999,Nadeb,Nadeb,600,5,N,mbj,Nadeb,3,1,Christianity,51,51,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39z,-1.32214,-66.42033000000001,
BR,Brazil,19137,115084,Nahukwa,Nahukwa,200,1,Y,por,Portuguese,4,4,"Ethnic Religions",5,0,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39c,-12.0833330003177,-53.5,1
BR,Brazil,14768,108717,"Nambikuara, Southern","Nambikuara, Southern",1300,5,N,nab,"Nambikuara, Southern",3,1,Christianity,69.5,30,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39d,-13.6548637229824,-59.7927013360978,
BR,Brazil,14025,107453,"Nambikwara, Mamainde","Nambikwara, Mamainde",2000,5,N,wmd,Mamainde,2,4,"Ethnic Religions",40,20,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39d,-12.7309145151928,-60.1340363117264,
BR,Brazil,19138,115120,Naua,Naua,500,1,Y,por,Portuguese,4,4,"Ethnic Religions",1,0,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-8.5,-72.99999999970019,1
BR,Brazil,14070,107517,Nukuini,Nukuini,500,2,N,por,Portuguese,4,4,"Ethnic Religions",20,0.8,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-7.33333299991801,-73.49999999960031,
BR,Brazil,14206,107667,Ofaye,Ofaye,100,2,N,por,Portuguese,4,4,"Ethnic Religions",20,2,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-21.2499999997002,-51.9166670001819,
BR,Brazil,19139,114986,Paiaku,Paiaku,200,1,Y,por,Portuguese,4,4,"Ethnic Religions",5,0,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-4.568612,-37.743276,1
BR,Brazil,19353,107765,"Pakaas-Novos, Oro-Mawin","Pakaas-Novos, Oro-Mawin",60,4,N,xxx,"Language unknown",1,4,"Ethnic Religions",20,10,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39#,-10.583333,-64.5,
BR,Brazil,14216,107682,"Pakaas-Novos, Orowari","Pakaas-Novos, Orowari",2700,5,N,pav,Pakaasnovos,2,4,"Ethnic Religions",30,30,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39a,-10.7371,-64.55355,
BR,Brazil,14277,107787,Palikur,Palikur,1600,5,N,plu,Palikur,3,1,Christianity,60,16,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39a,3.30497,-51.42247,
BR,Brazil,14345,107950,Palmari,Palmari,1600,5,N,pad,Paumari,3,1,Christianity,60,60,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39a,-5.94294,-64.44765,
BR,Brazil,20094,115948,Pankara,Pankara,2900,5,N,por,Portuguese,4,1,Christianity,100,20,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39,-8.4344,-38.740167,
BR,Brazil,14298,107848,Pankarare,Pankarare,1700,4,N,por,Portuguese,4,4,"Ethnic Religions",50,7,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39z,-9.49999999980014,-38.3333330000179,
BR,Brazil,14299,107849,Pankararu,Pankararu,8400,4,N,por,Portuguese,4,1,Christianity,60,7,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-9.166667000181921,-38.0000000003997,
BR,Brazil,19140,115805,Pankaru,Pankaru,200,2,N,por,Portuguese,4,4,"Ethnic Religions",20,1.5,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-12.6921172508585,-48.1963967299749,
BR,Brazil,14334,107920,Pantamona,Pantamona,100,5,N,pbc,Patamona,3,1,Christianity,100,20,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",3,11,"Central and South America",LAM,"South America",N,MIR39c,-5.25000000019986,-60.25,
BR,Brazil,14306,107866,Papavo,Papavo,200,1,Y,xxx,"Language unknown",1,4,"Ethnic Religions",1,0,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39z,-9.278890000000001,-72.02563000000001,1
BR,Brazil,14313,107880,Parakana,Parakana,1000,2,N,pak,Parakana,1,4,"Ethnic Religions",20,2,16,A007,"Latin-Caribbean Americans",179,C0083,Guarani,1,11,"Central and South America",LAM,"South America",N,MIR39e,-4.63109,-50.05167,
BR,Brazil,14316,107884,Paranawat,Paranawat,100,2,N,por,Portuguese,4,4,"Ethnic Religions",50,1,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39#,-11.9776158780703,-61.3709933588564,
BR,Brazil,14320,107893,Parecis,Parecis,1800,4,N,pab,Parecis,3,1,Christianity,70,5,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39a,-14.62488,-57.40652,
BR,Brazil,20097,115949,Parintintin,Parintintin,500,4,N,pah,Tenharim,3,1,Christianity,100,5,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39,-7.062866,-61.93284,
BR,Brazil,14321,107896,Parintintin-Tenharim,Parintintin-Tenharim,900,5,N,pah,Tenharim,3,1,Christianity,80,25,16,A007,"Latin-Caribbean Americans",179,C0083,Guarani,1,11,"Central and South America",LAM,"South America",N,MIR39e,-7.50000000019986,-62.5333330002178,
BR,Brazil,20098,115950,Parkateje,Parkateje,400,4,N,gvp,"Gaviao, Para",0,4,"Ethnic Religions",5,5,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39,-5.126789,-48.995614,
BR,Brazil,20099,115951,Pataxo,Pataxo,12000,4,N,por,Portuguese,4,1,Christianity,100,4,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39,-16.919341,-39.376032,
BR,Brazil,14336,107923,Pataxo-Hahahae,Pataxo-Hahahae,3900,4,N,por,Portuguese,4,4,"Ethnic Religions",50,5,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-15.5000000003997,-39.7499999996003,
BR,Brazil,14356,107967,"Pemon, Taulipang","Pemon, Taulipang",800,4,N,aoc,Pemon,2,1,Christianity,75,10,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",3,11,"Central and South America",LAM,"South America",N,MIR39c,-3.99999999640272,-60.7500000007994,
BR,Brazil,20100,115636,Pipipa,Pipipa,1800,5,N,por,Portuguese,4,1,Christianity,100,20,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39,-8.581799999999999,-37.933,
BR,Brazil,14404,108050,Pira-Tapuia,Pira-Tapuia,1500,4,N,pir,Piratapuyo,3,1,Christianity,60,4,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39d,0.55032,-69.50699,
BR,Brazil,19141,115357,Pitaguari,Pitaguari,4200,1,Y,por,Portuguese,4,4,"Ethnic Religions",5,0.5,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-4,-38.5000000002998,1
BR,Brazil,14426,108089,Pokanga,Pokanga,200,5,N,pok,Pokanga,0,1,Christianity,60,40,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39d,0.358,-69.55971,
BR,Brazil,14431,108096,Polish,Polish,210000,3,N,pol,Polish,4,1,Christianity,87,1,12,A003,"Eurasian Peoples",285,C0196,"Slav, Western",45,11,"Central and South America",LAM,"South America",N,CEW22i,-25.1872998701929,-49.3128299867145,
BR,Brazil,14449,108129,Portuguese,Portuguese,848000,4,N,por,Portuguese,4,1,Christianity,92,5,12,A003,"Eurasian Peoples",271,C0182,"Portuguese, European",47,11,"Central and South America",LAM,"South America",N,CEW21g,-12.6895475209263,-48.1955976906451,
BR,Brazil,14453,108135,Potiguara,Potiguara,17000,4,N,por,Portuguese,4,1,Christianity,70,8,16,A007,"Latin-Caribbean Americans",179,C0083,Guarani,1,11,"Central and South America",LAM,"South America",N,MIR39#,-6.58333299961822,-35.1666670003818,
BR,Brazil,14459,108141,Poyanawa,Poyanawa,600,3,N,por,Portuguese,4,1,Christianity,69,1,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39d,-7.50000000019986,-73.0833329998181,
BR,Brazil,20714,101661,Quilombola,Quilombola,1562000,3,N,por,Portuguese,4,1,Christianity,55,0.1,16,A007,"Latin-Caribbean Americans",329,C0253,"Afro-American, Hispanic",1,11,"Central and South America",LAM,"South America",N,NFB70b,-4.864277,-43.354915,
BR,Brazil,11073,101844,"Ribeirinhos, Amazon River Peoples","Ribeirinhos, Amazon River Peoples",7084000,4,N,por,Portuguese,4,1,Christianity,87,10,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39d,-12.6905292447898,-48.1908348295093,
BR,Brazil,14558,108379,Rikbaktsa,Rikbaktsa,1400,4,N,rkb,Rikbaktsa,3,1,Christianity,80,5,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39d,-11.18108,-58.20017,
BR,Brazil,10963,101659,"Romani, Brazilian","Romani, Brazilian",424000,4,N,por,Portuguese,4,1,Christianity,90,7,12,A003,"Eurasian Peoples",354,C0279,Romani,1,11,"Central and South America",LAM,"South America",N,CNN25f,-12.6911420756355,-48.1911577641061,
BR,Brazil,11081,101857,"Romani, Calo","Romani, Calo",826000,4,N,rmq,Calo,2,1,Christianity,95,10,12,A003,"Eurasian Peoples",354,C0279,Romani,6,11,"Central and South America",LAM,"South America",N,CNN25f,-9.99999000013838,-37.9999899999385,
BR,Brazil,14567,108394,"Romani, Vlax","Romani, Vlax",20000,4,N,rmy,"Romani, Vlax",3,1,Christianity,85,10,12,A003,"Eurasian Peoples",354,C0279,Romani,30,11,"Central and South America",LAM,"South America",N,CNN25f,-7.99999,-35.99999,
BR,Brazil,14571,108398,Romanian,Romanian,21000,4,N,ron,Romanian,4,1,Christianity,80,6,12,A003,"Eurasian Peoples",276,C0187,Romanian,42,11,"Central and South America",LAM,"South America",N,CEW21i,-16.109275,-47.950377,
BR,Brazil,14598,108452,Russian,Russian,143000,3,N,rus,Russian,4,1,Christianity,63,2,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",71,11,"Central and South America",LAM,"South America",N,CEW22j,-15.881905,-48.121579,
BR,Brazil,14622,108486,Sabane,Sabane,200,3,N,sae,Sabane,0,1,Christianity,80,1,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39d,-13.0833330001179,-60.3333330001179,
BR,Brazil,19323,108537,Sakiriabar,Sakiriabar,100,1,Y,skf,Sakirabia,0,4,"Ethnic Religions",0,0,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39#,-13.05501,-62.09887,1
BR,Brazil,14666,108559,Saluma,Saluma,300,2,N,slj,Saluma,1,4,"Ethnic Religions",20,1,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39d,1.75185,-56.50525,
BR,Brazil,14781,108743,Satere-Mawe,Satere-Mawe,11000,5,N,mav,Satere-Mawe,3,1,Christianity,70,40,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39e,-3.62912,-56.80378,
BR,Brazil,14864,108856,Serb,Serb,21000,3,N,srp,Serbian,4,1,Christianity,83,0.3,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",39,11,"Central and South America",LAM,"South America",N,CEW22a,-15.90753,-47.691113,
BR,Brazil,19142,115085,Shanenawa,Shanenawa,400,1,Y,por,Portuguese,4,4,"Ethnic Religions",1,0,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-8.083333000217809,-70.2499999998001,1
BR,Brazil,14172,108997,Sikiana,Sikiana,30,4,N,sik,Sikiana,0,4,"Ethnic Religions",20,3,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39c,2.0598,-55.92531,
BR,Brazil,14949,109330,Siriano,Siriano,80,4,N,por,Portuguese,4,4,"Ethnic Religions",20,5,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39d,-0.0833330000179444,-70.0333329996182,
BR,Brazil,14962,109354,Slovak,Slovak,3900,4,N,slk,Slovak,4,1,Christianity,79,10,12,A003,"Eurasian Peoples",285,C0196,"Slav, Western",24,11,"Central and South America",LAM,"South America",N,CEW22m,-15.653703,-48.281355,
BR,Brazil,15077,109534,Spaniard,Spaniard,257000,3,N,spa,Spanish,4,1,Christianity,95,0.8,12,A003,"Eurasian Peoples",291,C0202,Spanish,49,11,"Central and South America",LAM,"South America",N,CEW21k,-22.748191,-43.649348,
BR,Brazil,15140,109632,"Surui do Para","Surui do Para",300,3,N,mdz,"Surui Do Para",1,1,Christianity,100,1,16,A007,"Latin-Caribbean Americans",179,C0083,Guarani,1,11,"Central and South America",LAM,"South America",N,MIR39e,-5.9319,-48.58333,
BR,Brazil,15139,109631,"Surui do Rondonia","Surui do Rondonia",1300,5,N,sru,Surui,2,4,"Ethnic Religions",30,30,16,A007,"Latin-Caribbean Americans",179,C0083,Guarani,1,11,"Central and South America",LAM,"South America",N,MIR39e,-11.09663,-61.28748,
BR,Brazil,15137,109629,Suruwaha,Suruwaha,200,2,N,swx,Suruaha,1,4,"Ethnic Religions",30,1,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39#,-6.8336,-66.32307,
BR,Brazil,15143,109640,Suya,Suya,400,3,N,suy,Suya,2,1,Christianity,60,2,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39z,-11.5000000002998,-53.0833330002178,
BR,Brazil,20103,115952,Tabajara,Tabajara,3200,5,N,por,Portuguese,4,1,Christianity,100,15,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39,-4.866716,-40.95509,
BR,Brazil,18865,114726,Tapayuna,Tapayuna,200,2,N,suy,Suya,2,4,"Ethnic Religions",20,1,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39z,-9.99999999970021,-54.3333330004176,
BR,Brazil,15264,109842,Tapeba,Tapeba,7000,2,N,por,Portuguese,4,4,"Ethnic Religions",50,2,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-3.66666700038178,-38.7499999998001,
BR,Brazil,15266,109844,Tapirape,Tapirape,600,3,N,taf,Tapirape,0,1,Christianity,65,1,16,A007,"Latin-Caribbean Americans",179,C0083,Guarani,1,11,"Central and South America",LAM,"South America",N,MIR39e,-10.53555,-50.52731,
BR,Brazil,19143,115814,Tapuia,Tapuia,200,1,Y,por,Portuguese,4,4,"Ethnic Religions",1,0,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-14.9166670003818,-50.083332999918,1
BR,Brazil,15273,109859,Tariano,Tariano,2100,2,N,tae,Tariana,0,4,"Ethnic Religions",50,0.5,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,2,11,"Central and South America",LAM,"South America",N,MIR39#,-0.666667000081986,-69.08333299971819,
BR,Brazil,19151,109882,Taurepang,Taurepang,600,2,N,aoc,Pemon,2,4,"Ethnic Religions",20,1,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39c,4.17415,-61.28429,
BR,Brazil,19354,115276,Tawande,Tawande,20,5,N,xtw,Tawande,0,4,"Ethnic Religions",20,20,16,A007,"Latin-Caribbean Americans",108,C0010,Amazon,1,11,"Central and South America",LAM,"South America",N,MIR39#,-13.34559,-60.51313,
BR,Brazil,15328,109934,Tembe,Tembe,1600,4,N,tqb,Tembe,3,1,Christianity,60,3,16,A007,"Latin-Caribbean Americans",179,C0083,Guarani,1,11,"Central and South America",LAM,"South America",N,MIR39#,-2.58333300041767,-48.2499999997002,
BR,Brazil,19144,115080,Tenharim,Tenharim,800,4,N,pah,Tenharim,3,4,"Ethnic Religions",20,10,16,A007,"Latin-Caribbean Americans",179,C0083,Guarani,1,11,"Central and South America",LAM,"South America",N,MIR39e,-8.033333000317731,-61.9166669999821,
BR,Brazil,15441,109964,Terena,Terena,27000,5,N,ter,Terena,3,4,"Ethnic Religions",45,20,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39a,-20.70013,-55.87379,
BR,Brazil,15471,110039,Ticuna,Ticuna,39000,5,N,tca,Ticuna,4,1,Christianity,100,15,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",3,11,"Central and South America",LAM,"South America",N,MIR39d,-3.35754,-68.59068000000001,
BR,Brazil,15497,110070,Tingui-Boto,Tingui-Boto,400,4,N,por,Portuguese,4,4,"Ethnic Religions",50,8,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-9.83333300031774,-36.7500000001999,
BR,Brazil,15581,110199,Tiriyo,Tiriyo,800,5,N,tri,Trio,3,1,Christianity,100,50,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",2,11,"Central and South America",LAM,"South America",N,MIR39c,2.0806480001051,-55.8950309998808,
BR,Brazil,15564,110168,Tora,Tora,300,2,N,por,Portuguese,4,4,"Ethnic Religions",25,1,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-6.25,-61.6666669995823,
BR,Brazil,15576,110189,Tremembe,Tremembe,3200,4,N,por,Portuguese,4,4,"Ethnic Religions",50,5,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-3.08333300031774,-40,
BR,Brazil,15582,110200,Truka,Truka,4500,4,N,por,Portuguese,4,4,"Ethnic Religions",50,7,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-8.58333300011788,-39.5833330002178,
BR,Brazil,15584,110202,Trumai,Trumai,200,1,Y,tpy,Trumai,0,4,"Ethnic Religions",5,0,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39#,-11.916667000082,-53.5833330001179,1
BR,Brazil,15590,110212,Tsohom-Djapa,Tsohom-Djapa,100,2,N,knm,Kanamari,1,4,"Ethnic Religions",20,1,16,A007,"Latin-Caribbean Americans",290,C0201,"South American Indigenous",1,11,"Central and South America",LAM,"South America",N,MIR39d,-5.66666699998206,-69.66666699978219,
